Wall time,Step,Value
1670940633.5755694,95949,0.90625
1670940774.4729326,96249,0.84375
1670940797.9608455,96299,0.90625
1670940821.378149,96349,0.9375
1670940891.5559251,96499,0.9375
1670940961.4883955,96649,0.84375
1670941031.6488552,96799,0.9375
1670941055.4616349,96849,0.84375
1670941126.008049,96999,0.875
1670941164.337277,97049,0.90625
1670941189.3516352,97099,0.84375
1670941212.3708024,97149,0.875
1670941282.734339,97299,0.84375
1670941328.9859114,97399,0.84375
1670941398.6019626,97549,0.8125
1670941421.8617175,97599,0.84375
1670941467.827672,97699,0.875
1670941538.0132687,97849,0.875
1670941632.0984674,98049,0.71875
1670941655.5716865,98099,0.875
1670941678.94515,98149,0.84375
1670941702.5322578,98199,0.90625
1670941725.9302096,98249,0.8125
1670941772.5793967,98349,0.9375
1670941796.1558433,98399,0.90625
1670941819.884856,98449,0.78125
1670941843.3529575,98499,0.84375
1670941983.3288996,98799,0.75
1670942046.3065753,98899,0.84375
1670942092.8404872,98999,0.8125
1670942116.0488484,99049,0.84375
1670942139.1260018,99099,0.9375
1670942162.4151788,99149,0.8125
1670942185.8579178,99199,0.8125
1670942232.6200795,99299,0.875
1670942279.1644268,99399,0.78125
1670942302.406369,99449,0.875
1670942372.1394267,99599,0.875
1670942395.493727,99649,0.84375
1670942465.6949697,99799,0.84375
1670942629.7668738,100149,0.78125
1670942972.9874384,100849,0.875
1670942996.1108966,100899,0.90625
1670943088.8228123,101099,0.78125
1670943112.2455955,101149,0.84375
1670943136.1446397,101199,0.8125
1670943182.95571,101299,0.8125
1670943206.04603,101349,0.90625
1670943252.6880996,101449,0.90625
1670943322.8779376,101599,0.78125
1670943346.3786373,101649,0.9375
1670943393.5444007,101749,0.875
1670943416.8260946,101799,0.875
1670943440.4491374,101849,0.875
1670943534.2022343,102049,0.8125
1670943557.5278978,102099,0.875
1670943604.4218414,102199,0.90625
1670943627.819785,102249,0.875
1670943698.431318,102399,0.78125
1670943722.0806575,102449,0.75
1670943745.6185615,102499,0.78125
1670943877.934723,102749,0.75
1670943901.5832317,102799,0.90625
1670943924.7365417,102849,0.6875
1670943948.2543132,102899,0.90625
1670944183.1290264,103399,0.78125
1670944206.5351899,103449,0.84375
1670944253.3726861,103549,0.8125
1670944346.7634149,103749,0.84375
1670944440.6350265,103949,0.78125
1670944464.024977,103999,0.8125
1670944580.7992094,104249,0.96875
1670944625.9934297,104349,0.8125
1670944667.4371283,104399,0.65625
1670944713.76659,104499,0.84375
1670944736.9541113,104549,0.84375
1670944760.0150812,104599,1.0
1670944853.1727376,104799,0.78125
1670944876.1743462,104849,0.875
1670944899.644075,104899,0.84375
1670944923.0330105,104949,0.84375
1670944969.3673282,105049,0.78125
1670944992.7388372,105099,0.8125
1670945039.477673,105199,0.8125
1670945062.5034857,105249,0.8125
1670945085.9634295,105299,0.875
1670945109.252398,105349,0.65625
1670945178.9290652,105499,0.78125
1670945202.282272,105549,0.90625
1670945295.889093,105749,0.90625
1670945319.2261221,105799,0.75
1670945413.2552125,105999,0.96875
1670945436.6045096,106049,0.8125
1670945483.5262349,106149,0.6875
1670945522.6577387,106199,0.875
1670945546.498645,106249,0.8125
1670945592.7510977,106349,0.84375
1670945615.9479275,106399,0.78125
1670945780.096839,106749,0.75
1670945803.4479518,106799,0.84375
1670945826.6911244,106849,0.75
1670945896.72601,106999,0.96875
1670945990.5238335,107199,0.78125
1670946129.819825,107499,0.9375
1670946153.0356643,107549,0.75
1670946246.3703477,107749,0.84375
1670946269.7478483,107799,0.84375
1670946362.8450847,107999,0.9375
1670946403.2762735,108049,0.96875
1670946426.5177436,108099,0.90625
1670946449.489322,108149,0.90625
1670946612.2967248,108499,0.90625
1670946705.8730633,108699,0.8125
1670946752.4437327,108799,0.90625
1670946775.9139826,108849,0.8125
1670946940.1707528,109199,0.8125
1670946987.0714035,109299,0.875
1670947033.8394313,109399,0.71875
1670947080.8118103,109499,0.75
1670947197.528063,109749,0.75
1670947331.0236588,109999,0.75
1670947377.8536034,110099,0.9375
1670947401.0000224,110149,0.875
1670947424.4295678,110199,0.84375
1670947494.6336355,110349,0.84375
1670947564.2999523,110499,0.9375
1670947611.416696,110599,0.84375
1670947635.0074208,110649,0.96875
1670947681.9227977,110749,0.875
1670947705.2541218,110799,0.8125
1670947728.5460753,110849,0.875
1670947845.5974894,111099,0.84375
1670947869.056786,111149,0.78125
1670947892.7119288,111199,0.90625
1670947939.8518407,111299,0.875
1670947986.598626,111399,0.9375
1670948143.6746743,111699,0.875
1670948213.943158,111849,0.84375
1670948283.4484723,111999,0.96875
1670948353.646961,112149,0.71875
1670948400.6455822,112249,0.90625
1670948470.854134,112399,0.90625
1670948634.6722934,112749,0.8125
1670948704.9491808,112899,0.8125
1670948728.4020767,112949,0.875
1670948869.7351983,113249,0.8125
1670948916.3059967,113349,0.84375
1670948939.6514392,113399,0.84375
1670949119.7636547,113749,0.875
1670949166.5390308,113849,0.96875
1670949259.654263,114049,0.84375
1670949282.9892788,114099,0.90625
1670949353.440568,114249,0.875
1670949376.8543487,114299,0.9375
1670949517.180738,114599,0.8125
1670949540.5249603,114649,0.9375
1670949563.9303424,114699,0.78125
1670949728.7556193,115049,0.90625
1670949845.956421,115299,0.96875
1670949866.3044236,115349,0.78125
1670949909.189277,115399,0.8125
1670949932.3958898,115449,0.8125
